,MMM,AXP,AAPL,BA,CAT,CVX,CSCO,KO,DIS,DWDP,XOM,GS,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,TRV,UTX,UNH,VZ,V,WMT,WBA
2092,214.955,92.49,167.67,328.34,144.61,114.345,41.235,43.405,98.82,63.4,74.53,249.495,173.865,150.07,49.625,127.895,108.98,159.9,53.785,89.36,66.225,35.575,78.505,136.66,124.07,224.005,47.255,118.705,86.42,62.91
2093,215.125,92.555,168.105,328.415,144.715,114.44,41.255,43.425,98.885,63.465,74.585,249.635,174,150.175,49.685,127.995,109.025,159.97,53.835,89.465,66.275,35.605,78.545,136.73,124.15,224.195,47.265,118.83,86.465,62.91
2094,215.13,92.54,167.97,328.42,144.68,114.445,41.255,43.425,98.845,63.465,74.595,249.57,174.03,150.145,49.67,127.995,108.99,159.94,53.825,89.445,66.25,35.595,78.525,136.725,124.155,224.18,47.265,118.805,86.475,62.915
2095,215.07,92.535,167.945,328.36,144.675,114.44,41.235,43.415,98.835,63.435,74.585,249.58,173.99,150.12,49.655,127.99,108.97,159.95,53.815,89.395,66.25,35.585,78.515,136.725,124.12,224.16,47.265,118.8,86.475,62.91
2096,215.09,92.525,167.96,328.41,144.66,114.455,41.235,43.425,98.84,63.455,74.595,249.61,173.9,150.115,49.655,127.995,108.985,159.95,53.825,89.385,66.26,35.595,78.535,136.725,124.15,224.165,47.275,118.79,86.49,62.92
2097,215.035,92.515,167.915,328.31,144.625,114.44,41.225,43.425,98.825,63.415,74.595,249.49,173.915,150.095,49.655,127.99,108.935,159.905,53.815,89.365,66.275,35.595,78.525,136.705,124.135,224.13,47.275,118.77,86.495,62.91
2098,215.065,92.535,168.045,328.455,144.625,114.455,41.245,43.425,98.85,63.425,74.605,249.535,173.94,150.135,49.705,128.02,108.965,159.96,53.825,89.375,66.28,35.595,78.555,136.74,124.15,224.215,47.295,118.825,86.505,62.925
2099,215.12,92.545,167.97,328.54,144.7,114.47,41.235,43.425,98.825,63.43,74.6,249.535,173.92,150.14,49.695,128.035,108.945,159.97,53.825,89.335,66.275,35.585,78.555,136.705,124.15,224.24,47.275,118.8,86.495,62.93
2100,215.07,92.535,168.015,328.435,144.63,114.47,41.255,43.425,98.82,63.45,74.605,249.565,173.82,150.145,49.715,128.05,108.98,159.95,53.835,89.395,66.265,35.595,78.575,136.71,124.11,224.23,47.285,118.8,86.505,62.93
2101,215.115,92.565,168.06,328.475,144.71,114.5,41.265,43.435,98.845,63.455,74.625,249.605,173.9,150.14,49.725,128.075,109.015,159.98,53.845,89.39,66.295,35.605,78.565,136.735,124.17,224.285,47.305,118.82,86.525,62.935
2102,215.115,92.555,168.115,328.395,144.7,114.5,41.255,43.425,98.765,63.435,74.615,249.715,173.87,150.135,49.715,128.075,109.015,159.965,53.845,89.395,66.27,35.615,78.565,136.745,124.16,224.255,47.295,118.805,86.51,62.925
2103,215.075,92.55,168.135,328.395,144.635,114.45,41.235,43.415,98.665,63.415,74.595,249.615,173.865,150.13,49.705,128.045,109.01,159.94,53.835,89.325,66.255,35.605,78.555,136.73,124.155,224.26,47.265,118.78,86.495,62.91
2104,215.05,92.54,168.105,328.24,144.625,114.435,41.215,43.405,98.66,63.395,74.575,249.61,173.835,150.095,49.685,128.055,108.985,159.91,53.825,89.295,66.26,35.605,78.535,136.7,124.115,224.22,47.255,118.735,86.485,62.895
2105,215.15,92.57,168.23,328.405,144.685,114.45,41.235,43.405,98.745,63.425,74.585,249.735,173.885,150.09,49.715,128.075,109.03,159.935,53.835,89.365,66.285,35.615,78.555,136.74,124.135,224.27,47.265,118.78,86.495,62.915
2106,215.13,92.595,168.16,328.345,144.69,114.465,41.225,43.405,98.76,63.42,74.595,249.775,173.92,150.08,49.725,128.075,109.02,159.95,53.835,89.35,66.295,35.615,78.555,136.77,124.155,224.28,47.275,118.79,86.495,62.9
2107,215.235,92.635,168.26,328.475,144.725,114.51,41.245,43.415,98.825,63.44,74.62,249.925,173.96,150.14,49.765,128.13,109.04,160.015,53.845,89.385,66.315,35.625,78.575,136.82,124.185,224.35,47.275,118.855,86.545,62.93
2108,215.235,92.685,168.29,328.605,144.73,114.55,41.265,43.415,98.855,63.455,74.635,250.035,174.015,150.165,49.805,128.18,109.065,160.08,53.865,89.385,66.34,35.645,78.605,136.835,124.2,224.41,47.285,118.895,86.56,62.955
2109,215.235,92.64,168.205,328.505,144.77,114.54,41.265,43.405,98.85,63.425,74.635,249.945,173.98,150.145,49.79,128.155,109.04,160.065,53.865,89.35,66.345,35.635,78.615,136.8,124.18,224.355,47.285,118.87,86.545,62.945
2110,215.245,92.645,168.185,328.5,144.77,114.535,41.275,43.415,98.87,63.425,74.635,249.935,173.98,150.145,49.795,128.175,109.035,160.055,53.865,89.355,66.345,35.635,78.615,136.83,124.18,224.355,47.295,118.84,86.535,62.955
2111,215.335,92.68,168.29,328.755,144.82,114.575,41.305,43.425,98.895,63.455,74.655,250.005,174.11,150.2,49.815,128.21,109.085,160.105,53.875,89.385,66.365,35.635,78.625,136.865,124.275,224.4,47.305,118.92,86.565,62.975
2112,215.51,92.73,168.34,329.085,144.955,114.64,41.335,43.435,98.96,63.485,74.695,250.18,174.185,150.25,49.875,128.29,109.165,160.185,53.895,89.395,66.385,35.665,78.655,136.955,124.31,224.485,47.325,118.985,86.6,62.995
2113,215.445,92.735,168.325,329.17,144.96,114.62,41.335,43.445,98.98,63.485,74.685,250.185,174.27,150.25,49.865,128.295,109.155,160.165,53.895,89.395,66.39,35.675,78.645,136.975,124.33,224.53,47.315,119.005,86.625,63.005
2114,215.44,92.745,168.305,329.165,144.965,114.62,41.345,43.445,98.98,63.485,74.685,250.175,174.215,150.23,49.865,128.31,109.165,160.17,53.895,89.39,66.405,35.665,78.645,136.975,124.365,224.53,47.325,118.995,86.635,63.005
2115,215.485,92.75,168.36,329.155,144.975,114.62,41.345,43.435,98.98,63.475,74.695,250.195,174.26,150.225,49.855,128.3,109.145,160.195,53.895,89.385,66.405,35.665,78.655,136.99,124.35,224.525,47.325,118.98,86.645,62.995
2116,215.355,92.705,168.295,329.035,144.965,114.605,41.325,43.435,98.975,63.44,74.685,250.2,174.175,150.19,49.825,128.23,109.09,160.155,53.885,89.37,66.415,35.665,78.645,136.945,124.345,224.52,47.295,118.975,86.625,62.965
2117,215.41,92.74,168.355,329.135,144.975,114.605,41.345,43.435,99.005,63.455,74.685,250.335,174.22,150.215,49.84,128.235,109.135,160.19,53.895,89.415,66.405,35.675,78.645,136.94,124.32,224.535,47.305,119,86.655,62.965
